gene_id	n_transcripts	max_prop_range	mean_prop_sd
LOC107444814	1	0.999999999990035	0.577350269182274
LOC107436166	2	0.99999999999	0.4999999999725
LOC107436206	1	0.99999999999	0.49999999998
LOC107437505	2	0.99999999999	0.49999999998875
LOC107437770	1	0.99999999999	0.499999999995
LOC107438379	2	0.99999999999	0.538675134577879
LOC107438567	1	0.99999999999	0.577350269182615
LOC107438883	1	0.99999999999	0.499999999995
LOC107441320	1	0.99999999999	0.577350269177117
LOC107443007	2	0.99999999999	0.538675134553936
LOC107444310	1	0.99999999999	0.577350269179522
LOC107444714	1	0.99999999999	0.530830917129633
LOC107448515	2	0.99999999999	0.499999999983333
LOC107449074	2	0.99999999999	0.499999999985
LOC107449158	1	0.99999999999	0.577350269182615
LOC107451058	1	0.99999999999	0.577350269172305
LOC107453296	4	0.99999999999	0.456584176585082
LOC107454144	1	0.99999999999	0.577350269183531
LOC107454481	1	0.99999999999	0.499999999978889
LOC107454785	2	0.99999999999	0.538675134570662
LOC122268374	1	0.99999999999	0.499999999965
LOC122268551	1	0.99999999999	0.577350269177117
LOC139425551	1	0.99999999999	0.499999999987222
LOC139426967	1	0.99999999999	0.577350269157871
LOC107449635	1	0.999999999989339	0.49999999996489
LOC107445611	1	0.999999999988967	0.499999999994484
LOC107436692	1	0.999999999988889	0.57735026918281
LOC107438615	1	0.999999999988889	0.577350269176796
LOC107439279	2	0.999999999988889	0.545562743826711
LOC107439444	1	0.999999999988889	0.577350269179201
LOC107439483	2	0.999999999988889	0.538675134563398
LOC107439755	1	0.999999999988889	0.499999999994444
LOC107440657	1	0.999999999988889	0.577350269182294
LOC107440795	1	0.999999999988889	0.577350269181607
LOC107440819	1	0.999999999988889	0.577350269157551
LOC107441513	1	0.999999999988889	0.499999999988426
LOC107441685	1	0.999999999988889	0.577350269157551
LOC107443547	1	0.999999999988889	0.577350269171985
LOC107444049	1	0.999999999988889	0.499999999981481
